id	filename	md5	size	state
d47871c1-8628-421d-afb8-9d80c25eef08	d47871c1-8628-421d-afb8-9d80c25eef08/3906dce5-35c9-4d22-be91-d98cdecaebec.wxs.aliquot_ensemble_masked.maf.gz	e5c80b4c7f88e2942f9f3430b2521948	1141	validated
d70d7709-55d6-4cb4-b45b-744f4b9cf54c	d70d7709-55d6-4cb4-b45b-744f4b9cf54c/f1b21b53-7dfa-4c30-8822-8817f6b7315f.wxs.aliquot_ensemble_masked.maf.gz	13166659055205c8433f82ba49a9d13d	17420	validated
d742b948-c2c3-4885-b394-5743b9875e2e	d742b948-c2c3-4885-b394-5743b9875e2e/901adb98-e56d-447f-9df2-34c6b5e0a5f8.wxs.aliquot_ensemble_masked.maf.gz	072fbd06f0f7bc8191dddee91744e5eb	13981	validated
d858ca14-fee9-48c5-94d4-007fdfd3b6d0	d858ca14-fee9-48c5-94d4-007fdfd3b6d0/8a854d3f-6c00-4b9f-8e39-45f1c99e6c90.wxs.aliquot_ensemble_masked.maf.gz	c80681c768e6afbc97f342776deb667c	11953	validated
db77cb2d-0c54-468c-b875-c41bc936b7c2	db77cb2d-0c54-468c-b875-c41bc936b7c2/c15f7957-b574-4c6c-a84e-1a4480c0171f.wxs.aliquot_ensemble_masked.maf.gz	2f7c33ece8cef5a72b47babba170e6be	9151	validated
e2a60049-2dfc-4553-a373-b6cbaabdc1db	e2a60049-2dfc-4553-a373-b6cbaabdc1db/2f22ccdd-21aa-4a5e-a692-c8982049cffc.wxs.aliquot_ensemble_masked.maf.gz	00449fdf67f7daeeed3106f686b6911c	7272	validated
e3246feb-e00a-41c5-a94d-42f4c0ac2098	e3246feb-e00a-41c5-a94d-42f4c0ac2098/fcc92840-37df-40e3-a43c-b91d5fb8b368.wxs.aliquot_ensemble_masked.maf.gz	0f4757c1814adce9f76bfdb147937087	9310	validated
e507da38-86d8-41f7-aa50-74a7e01fd826	e507da38-86d8-41f7-aa50-74a7e01fd826/55e1ec40-e53a-4b84-ba7c-d54e7087b509.wxs.aliquot_ensemble_masked.maf.gz	8d435f0e3e81cc54eab701409d78acb5	8736	validated
e644bd92-1477-42c6-9acf-3f0ece518759	e644bd92-1477-42c6-9acf-3f0ece518759/8f230c67-0c54-4b54-b444-4be7ba6f20fe.wxs.aliquot_ensemble_masked.maf.gz	543d3c7d39555427d4c839e1e5cfc35e	18033	validated
ee0de133-b464-469d-9a4b-63340a795902	ee0de133-b464-469d-9a4b-63340a795902/12349c36-231b-4f5e-8e5b-496ff6b2b87e.wxs.aliquot_ensemble_masked.maf.gz	33e190ed55d16d07049146c7afd3b02b	16601	validated
f8162a04-3878-4a02-a7d3-1a7969b8b09e	f8162a04-3878-4a02-a7d3-1a7969b8b09e/e3e2bff5-f082-4fe1-9aab-317d47497707.wxs.aliquot_ensemble_masked.maf.gz	6a66b083a3a103704e9390f7e985e7ac	16767	validated
fc071576-f7c9-4c79-ae9f-6c592bdf0f0d	fc071576-f7c9-4c79-ae9f-6c592bdf0f0d/67b09e44-c479-4214-bf3f-0f9bb499b3f1.wxs.aliquot_ensemble_masked.maf.gz	eded95894c63d20a4ce58ed97c17ddee	12385	validated
fda3ca77-41d7-406b-8d08-013cfc76a1b0	fda3ca77-41d7-406b-8d08-013cfc76a1b0/d00cefdc-ec7d-431b-ac2b-38569ce90ffa.wxs.aliquot_ensemble_masked.maf.gz	c077815320c589641749df73ed6290c4	9079	validated
